"CODGEO","Part_actif_salaries","Population","Rurale","Prixm2Moyen","Revenu_median","Retraite","Densité_médicale_BV","Score_équipement_santé","Nb_mineurs","Nb_etudiants","nb_entreprises","Score_urbanité"
"33367",60.11904762,389,"1",566,18213.3333333333,118.598130841122,0.140797854508884,4,451,23,21,0
"33369",73.30827068,687,"1",2139.33333333333,19324.5357142857,210.327272727272,1,1,822,56,32,0
"33370",75.56561086,564,"1",2086.2,18981.1538461538,162.338709677419,0.127723768018773,4,686,40,18,0
"33371",86.66666667,285,"0",1512.13011111111,19872,122.951044022329,0.107274555816292,4,327,16,13,37.5
"33372",61.53846154,77,"1",1360.25333333333,19388.336884828,15.3684210526316,0.11733154542407,4,88,7,3,0
"33373",84.17266187,435,"0",850.090909090909,18567.1428571429,123.914902937061,0.124036205162588,4,518,23,24,37.5
"33374",72.54901961,687,"1",1056,16800,155.383606927704,0.131746563861884,3,811,35,58,0
"33375",85.48387097,283,"1",1275.42857142857,21783.6,90.7714285714285,0.0965471002346631,2,319,12,20,0
"33376",89.72850679,4985,"0",2746.95238095238,28256,1373.39801222118,1,1,6091,476,198,87.5
"33377",45.16129032,93,"1",1792,19099.4233420766,28.3589743589744,1,1,113,6,2,0
"33378",76.32653061,1381,"0",1439.66666666667,17746.6666666667,400,1,1,1652,66,47,62.5
"33379",84.74576271,297,"1",685,19816,74.3439220977095,0.155548105933624,3,350,12,13,0
"33380",78.76712329,405,"1",1140.55555555556,17330.8695652174,108.333713643397,0.131746563861884,3,474,24,14,0
"33381",87.61061947,2535,"0",2134.28,22312.7777777778,591.277793589699,1,1,3082,244,126,12.5
"33382",77.77777778,1774,"1",1336.72727272727,18173.8888888889,393.933226930383,0.145491116325846,3,2103,94,99,0
"33383",71.69811321,323,"1",1197.75,18781.3333333333,73.7622377622378,0.135434126718069,4,364,13,19,0
"33384",76.31578947,515,"1",1740.66666666667,19782,138.624161073825,0.137110291652699,4,602,26,24,0
"33385",79.3814433,578,"1",801,17422.0833333333,189.560874041042,0.0982232651692927,3,680,40,24,0
"33386",71.62162162,192,"1",1212,20684,39,0.11733154542407,4,236,17,11,0
"33387",88.00959233,1070,"1",1543.46153846154,18956.4666666667,212,0.10258129399933,1,1275,74,38,0
"33388",81.84931507,718,"1",1821.42857142857,18901.3333333333,184.770755885998,0.127723768018773,4,845,50,21,0
"33389",81.8018018,3098,"0",1242.74193548387,18584,736.40142773879,0.131746563861884,3,3688,204,149,12.5
"33390",78.57142857,350,"1",1755.33333333333,19732,104.29393747692,0.11733154542407,4,422,18,20,0
"33391",81.4159292,249,"1",1506.5,19053.3333333333,97.5483870967742,0.137445524639625,4,291,16,13,0
"33392",76.94610778,842,"1",1459.875,18302,199.592588262218,0.124371438149514,4,981,47,35,0
"33393",87.7216021,4080,"0",1426.44736842105,19155.3333333333,1052.81891631559,0.137110291652699,4,4884,268,178,50
"33394",76.83039852,2345,"1",2749.76923076923,21850.4347826087,475.178903592544,0.156889037881328,0,2767,137,322,0
"33395",85.88873813,1795,"1",1103.23529411765,18992.6666666667,364.692276647194,0.13208179684881,4,2080,96,69,0
"33396",80.81395349,355,"1",1544.28534163059,18837.3333333333,50,0.11733154542407,4,427,22,18,0
"33397",88.75147232,4189,"0",2024.82926829268,21636,1015.07648601399,1,1,4988,344,231,87.5
"33398",76.59574468,119,"1",1286.53175,20428.5714285714,24.6948739118276,0.126047603084143,4,154,6,5,0
"33399",68.46846847,256,"1",1044,17979.5833333333,95,0.155548105933624,3,298,17,9,0
"33400",56.25,338,"1",1529.66666666667,18801,100,1,1,390,18,18,0
"33401",62.5,129,"1",1152,18300,32.4475524475525,0.11733154542407,4,145,6,3,0
"33402",82.05128205,2785,"0",829.884615384615,13641.7391304348,783.298550441069,1,1,3185,148,355,62.5
"33403",50.84745763,115,"1",1252.26635185185,17966.5217391304,20.8333333333333,0.140797854508884,4,136,8,7,0
"33404",45.83333333,187,"1",1350.73416666667,17600.4166666667,71.1436105999275,0.124036205162588,4,219,7,9,0
"33405",84.55882353,396,"1",1354,21552,96.1975308641976,0.127723768018773,4,475,20,8,0
"33406",77.90697674,389,"1",3027,19668.3333333333,84.5760598503741,0.11733154542407,4,430,16,15,0
"33407",81.92771084,575,"1",2116.16666666667,20891.5384615385,132.019201745595,0.10258129399933,1,687,38,19,0
"33408",70.68965517,250,"1",1290,24240,74,0.0811263828360711,3,304,25,14,0
"33409",57.57575758,75,"1",1341.56851851852,19259.00249266,20,0.155548105933624,3,91,4,5,0
"33411",67.14285714,155,"1",570,17980.7407407407,50.6480261479797,0.140797854508884,4,173,10,8,0
"33412",84.03755869,1086,"1",1130.88888888889,19166.6666666667,324.105564833396,0.135434126718069,4,1276,72,41,0
"33413",86.34311512,1982,"1",2020.07692307692,22433.3333333333,416.120092378753,0.137110291652699,4,2344,140,95,0
"33414",80.76923077,339,"1",1978.66666666667,20409.5,76.9841269841269,0.137110291652699,4,400,25,26,0
"33415",85.19269777,1219,"1",1584.5625,21264,301.304347826087,0.107274555816292,4,1485,95,65,0
"33416",80.75471698,791,"1",1206.36363636364,18629.6,221.789606019411,0.145491116325846,3,941,38,29,0
"33417",86.64072633,1781,"1",1884.34782608696,22215.2380952381,442.108292313518,0.0898424404961448,4,2119,137,75,0
"33418",71.42857143,305,"1",1939,19388.4,81.8025245916938,0.126047603084143,4,355,21,10,0
"33419",51.72413793,92,"1",1426.15601851852,18986.6216883678,18.6842105263158,0.155548105933624,3,115,13,3,0
"33420",75.53191489,209,"1",1620.786,21396.4,16,0.137110291652699,4,244,15,11,0
"33421",72.32704403,401,"1",1263.33333333333,20133.3333333333,136.529680365297,0.11733154542407,4,466,17,25,0
"33422",88.9588581,5214,"0",2625.4375,24910,971,1,1,6540,447,375,87.5
"33423",92.28723404,796,"1",1077,19122.7777777778,115,0.13208179684881,4,927,48,28,0
"33424",87.07015131,3364,"1",1434.15384615385,19904,1032,0.13208179684881,4,4040,232,174,0
"33425",89.58837772,1057,"1",1846.1875,21821.6666666667,281.132846715329,0.107274555816292,4,1242,78,37,0
"33426",76.07361963,347,"1",1179.33333333333,20841.5,52.6908396946565,0.156889037881328,0,408,15,26,0
"33427",62.92134831,219,"1",1601,18731.4615384615,53.8949117070515,0.155548105933624,3,263,10,8,0
"33428",59.25925926,71,"1",1301.60218518519,18720.3622978139,34,0.126047603084143,4,82,1,3,0
"33429",90,247,"1",1356,18070.5555555556,75,0.140797854508884,4,293,18,8,0
"33431",88.18181818,242,"1",1725.18225274725,21426.9565217391,75.4398826979472,0.0811263828360711,3,297,16,11,0
"33432",88.46153846,129,"1",1322.33333333333,19011.6666666667,21.5962441314554,0.140797854508884,4,153,2,5,0
"33433",89.63474827,7089,"0",2059.90277777778,21850,1680.60496492174,1,1,8533,599,427,87.5
"33434",91.66666667,1863,"0",1835.59090909091,19738.0952380952,378.441682600382,1,1,2301,192,81,87.5
"33435",83.11688312,1541,"0",1465.27272727273,18649,495.970863849868,0.140797854508884,4,1797,70,94,25
"33436",86.87943262,814,"1",1679.5,20324.7222222222,218.48445451351,0.107609788803218,4,956,41,35,0
"33437",76.34920635,1754,"0",1622.125,19557.3913043478,608.758382046488,0.11733154542407,4,2059,90,84,25
"33438",89.53974895,1277,"0",3696,19538.9285714286,399.709090909091,0.140797854508884,4,1495,78,43,25
"33439",86.39618138,1178,"1",1427.16666666667,18857.5,283.743342750033,0.0955414012738854,2,1419,69,41,0
"33440",57.57575758,170,"1",1049.33333333333,21128.6666666667,20.0848240903623,0.140797854508884,4,201,10,8,0
"33441",83.93939394,856,"0",1044.45454545455,22107.1666666667,234.710612159808,0.127723768018773,4,1038,61,46,25
"33442",86.33093525,386,"1",1672,20541,121.82990411858,0.141803553469661,3,448,27,16,0
"33443",50,122,"1",1128,20533.6666666667,55,0.126047603084143,4,126,3,9,0
"33444",77.65363128,471,"1",965,19986.6666666667,152.013417004228,0.140797854508884,4,549,22,15,0
"33445",82.12927757,589,"1",1200,19219.5652173913,138.372093023256,0.10258129399933,1,718,27,18,0
"33446",52.80898876,228,"1",1168.5,18017.3333333333,50,0.155548105933624,3,274,13,7,0
"33447",89.09574468,2107,"0",1261.13333333333,17862.6666666667,642,0.152866242038217,3,2421,109,113,12.5
"33448",90.87261785,2277,"1",2199.52941176471,22873,600.938773232125,1,1,2706,172,131,0
"33449",92.14645309,25590,"0",2675.94634146341,24042.4,6502.50271339407,1,1,30946,2181,1124,87.5
"33450",84.50704225,216,"1",1286.5,15598,78.5321100917432,0.137445524639625,4,248,12,12,0
"33451",83.53909465,592,"1",1450.66666666667,20990,113.307543520309,0.137110291652699,4,712,37,23,0
"33452",89.74358974,498,"1",1377.5,22242,258.673859373486,0.109621186724774,1,588,28,20,0
"33453",67.07317073,221,"1",417,19161.75,38.0444444444445,0.126047603084143,4,262,28,7,0
"33454",86.43006263,1082,"1",2198.75,24531.6,212.204204204204,0.131411330874958,3,1306,85,55,0
"33456",61.4379085,420,"1",747.5,19451.3333333333,124.736587596312,0.131746563861884,3,497,27,8,0
"33457",89.09090909,393,"1",1282,21673.3333333333,104.083769633508,0.140797854508884,4,484,28,15,0
"33458",80.62678063,860,"1",1008,18399.4444444444,225,0.127723768018773,4,1010,47,26,0
"33459",64.95726496,276,"1",11512,19315.2173913043,79.2592592592592,0.11733154542407,4,316,22,18,0
"33460",77.01612903,628,"1",1428.2,19703.3333333333,191.220703805066,0.11733154542407,4,748,39,31,0
"33461",73.91304348,424,"1",669.5,19373,110,0.11733154542407,4,505,22,20,0
"33462",87.07865169,395,"0",1420.16666666667,19701,148.770806018286,1,1,455,23,8,62.5
"33463",82.27272727,1088,"0",1435.09090909091,18968.6666666667,368.454545454545,0.140797854508884,4,1255,58,49,25
"33464",73.91304348,271,"1",986,20042.380952381,85,0.140797854508884,4,325,10,8,0
"33465",84.49367089,814,"0",1693.2,20258.6666666667,165,0.140797854508884,4,990,38,22,25
"33466",81.40096618,958,"1",1581.75,19305.7142857143,280.856144168023,0.0965471002346631,2,1146,69,59,0
"33467",70.90909091,276,"1",1881.66666666667,20621.4285714286,64.7773279352227,1,1,324,11,10,0
"33468",67.39130435,438,"1",1028.16666666667,18642.4,127,0.11733154542407,4,523,35,24,0
"33470",82.26744186,755,"1",2389.375,22788,219.713302752294,0.107274555816292,4,892,56,30,0
"33471",89.3877551,1188,"1",1276.88888888889,20716.8,337.900006026458,0.13208179684881,4,1406,95,29,0
"33472",90.90909091,361,"1",1070.66666666667,19048,131.114130434783,0.152866242038217,3,430,14,7,0
"33473",81.30718954,2080,"1",1397.35,18706,617.204323172179,0.145491116325846,3,2512,127,117,0
"33474",85.7712766,1638,"1",2597.38888888889,23967,257.487371201652,0.131411330874958,3,2003,114,67,0
"33475",84.12698413,353,"1",1612,19893.3333333333,55,0.138451223600402,4,421,17,11,0
"33476",77.21893491,767,"1",1599.5,18174.6666666667,171.274261603376,0.135434126718069,4,891,50,31,0
"33477",85.01628664,761,"0",1173.3,19725.3333333333,169.839948783611,0.127723768018773,4,919,56,36,25
"33478",89.86058302,2376,"0",1242.83870967742,17174,985.821853586647,0.152866242038217,3,2740,144,136,12.5
"33479",70.11494253,193,"1",544,19258,83.4782608695652,0.126047603084143,4,230,8,9,0
"33480",81.72804533,1572,"1",1738.36363636364,20629.5,396.153846153846,0.156889037881328,0,1829,104,64,0
"33481",61.53846154,227,"1",1492.5,18884,51.5377777777777,0.124036205162588,4,264,9,10,0
"33482",55.26315789,228,"1",1584.5,20076,25.2136752136752,0.155548105933624,3,267,9,9,0
"33483",85.30079455,3914,"0",2007.14583333333,22862,1140.36050710917,1,1,4610,333,210,87.5
"33484",86.65158371,1397,"1",1291.28571428571,18539,539,0.140797854508884,4,1630,77,87,0
"33485",78.93081761,1635,"1",1636.25,20603.0769230769,524.729987716321,0.11733154542407,4,1919,99,89,0
"33486",83.33333333,318,"1",2100,19425,76.904761904762,0.127723768018773,4,383,23,11,0
"33487",90.24943311,1056,"0",1893.25,19358,161.647944612865,1,1,1293,85,38,87.5
"33488",71.25,369,"1",2399,20249,78.9501312335958,0.11733154542407,4,440,31,17,0
"33489",71.42857143,321,"1",1263.66666666667,20996,81.4507772020726,0.145491116325846,3,391,25,7,0
"33490",78.2234957,1365,"1",1361.61904761905,18132.380952381,619.291488088415,0.135434126718069,4,1554,56,91,0
"33491",62.5,370,"1",679.5,17404,122,0.124036205162588,4,424,30,13,0
"33492",89.6049896,1531,"1",1347.73333333333,17580.4761904762,347.507387083157,0.0955414012738854,2,1807,93,47,0
"33493",72.19251337,471,"1",950.25,19875.3333333333,130,0.135434126718069,4,565,29,22,0
"33494",89.43089431,574,"1",2045.5,22613.2,138.924731182796,1,1,681,55,22,0
"33495",83.16221766,1133,"1",1547.30441572317,20751.2,298.363450522164,0.107274555816292,4,1346,96,50,0
"33496",85.69739953,1928,"0",2177.1875,24249.2,530,1,1,2252,126,95,87.5
"33498",86.01598174,4489,"0",2089.06349206349,21760,1343.92704429077,0.107609788803218,4,5269,286,269,12.5
"33499",72.3880597,370,"1",1057,18498.6666666667,125,0.11733154542407,4,457,18,12,0
"33500",76.82119205,378,"1",1426,20265,161.142191142191,0.138451223600402,4,455,29,17,0
"33501",86.34538153,1663,"1",2139.77777777778,23685.5092592593,353.366330442133,0.131411330874958,3,1998,171,92,0
"33502",76.41509434,328,"1",1092.66666666667,16870,119,0.145491116325846,3,389,19,17,0
"33503",94.83870968,339,"1",2125.75,21058.8461538462,98.9110707803993,0.125041904123366,3,378,17,9,0
"33504",79.74137931,587,"1",1357,21130,156.818897637795,0.140797854508884,4,680,21,33,0
"33505",83.56713427,1216,"1",1247.42857142857,20366.6666666667,278.195685189299,0.0811263828360711,3,1461,106,61,0
"33506",77.10843373,1793,"1",1230.46153846154,17567.1428571429,527,0.155548105933624,3,2075,88,146,0
"33507",75.67567568,246,"1",1450,19267.9166666667,73.625,0.137445524639625,4,290,18,8,0
"33508",74.75728155,493,"1",989,19025.8333333333,160,0.140797854508884,4,577,26,29,0
"33509",86.4321608,476,"1",1614,20479.3333333333,133.934911242604,0.137110291652699,4,564,33,21,0
"33510",70.49180328,170,"1",1345,20673.3333333333,19.8947368421052,0.140797854508884,4,205,12,8,0
"33511",68.93203883,255,"1",1528,17534.0714285714,83.8095238095238,0.137445524639625,4,285,7,13,0
"33512",64.86486486,238,"1",2333,18344.347826087,145,0.137445524639625,4,258,13,10,0
"33513",76.31578947,105,"1",1350.026375,19631.2,58.4453781512605,0.137445524639625,4,117,4,3,0
"33514",71.51442308,2729,"0",2797.04705882353,19725,1179.86744761506,0.140127388535032,3,3074,147,309,12.5
"33515",72.39583333,424,"1",1109.5,19787.7777777778,90.4147465437788,0.140797854508884,4,510,22,15,0
"33516",70.27027027,159,"1",779,16786.1111111111,48.7125137253753,0.155548105933624,3,181,14,12,0
"33517",88.79003559,1340,"1",1570.27777777778,20686,286.462438423645,1,1,1617,94,34,0
"33518",82.45614035,974,"0",1297.55555555556,21270.6666666667,198,0.153536708012068,3,1121,65,40,25
"33519",89.50162194,7884,"0",2529.75555555556,24332.1739130435,2019,1,1,9521,709,314,87.5
"33520",57.14285714,263,"1",958.25,16796,69.5207667731629,0.124036205162588,4,320,16,15,0
"33521",77.38095238,550,"1",1347.22222222222,17802.3333333333,238.967168262654,0.140127388535032,3,620,21,33,0
"33522",91.04219853,37228,"0",2847.2027833002,21063,6060.59216194509,1,1,42064,7788,1596,87.5
"33523",80.66860465,1686,"1",1553.66666666667,19338,438.897462164583,0.140797854508884,4,1992,111,121,0
"33524",86.66666667,254,"1",1553,22490.4761904762,57.1835443037975,0.107274555816292,4,302,14,9,0
"33525",82.27360308,1294,"1",1527.36363636364,18566,240.748937720344,0.138451223600402,4,1541,91,54,0
"33526",72.13114754,131,"1",1160,19562,35.2671755725191,0.137110291652699,4,149,6,11,0
"33527",86.43113159,4820,"0",2581.86842105263,21544.2307692308,1614.25290302167,1,1,5748,307,212,62.5
"33528",83.74384236,498,"1",1064,22751.6666666667,119.269949066214,1,1,602,36,13,0
"33529",85.26686217,22976,"0",3379.99228791774,21115.1666666667,8016.26133042456,1,1,26798,1360,1766,62.5
"33530",82.69230769,667,"1",1403.42857142857,19419,128.818285714286,0.138451223600402,4,809,48,28,0
"33531",79.6875,296,"1",1987.33333333333,21878.0952380952,71.71875,0.0965471002346631,2,362,21,17,0
"33532",86.95652174,438,"1",1132.25,20927.1428571429,119.52070265495,0.141803553469661,3,509,28,12,0
"33533",85.3372434,1991,"0",1634.57894736842,18720,668.260474214422,0.140797854508884,4,2395,143,92,25
"33534",81.74904943,695,"0",1551.86666666667,21396,169.605301533163,0.153536708012068,3,812,39,42,25
"33535",90.04796163,3597,"0",2237.39264469495,23318.5714285714,879.679008094681,1,1,4284,398,240,87.5
"33536",85.48387097,161,"1",1920,18851.4285714286,30,0.140797854508884,4,194,10,8,0
"33537",77.35849057,416,"1",1292.5,19574,82.939656384803,0.137445524639625,4,466,13,28,0
"33538",73.50993377,418,"1",744.25,16492.1739130435,140,0.135434126718069,4,478,9,13,0
"33539",85.74040219,2625,"0",1799.88888888889,21386.1111111111,753.060192593845,1,1,3082,155,154,87.5
"33540",75.91240876,1827,"1",1929.6862745098,18539,921.302651935216,0.135434126718069,4,2078,83,233,0
"33541",73.24561404,694,"1",1766.15384615385,19064.4444444444,344.742489270386,0.135434126718069,4,762,33,43,0
"33542",86.44067797,715,"1",1498.57142857143,20784.6666666667,137.870011402509,0.107274555816292,4,858,53,23,0
"33543",83.83233533,869,"0",961.833333333333,18403.8888888889,235,0.140797854508884,4,1019,41,45,25
"33544",82.8125,1273,"1",1848,18942.6666666667,595.663851416206,0.140127388535032,3,1454,56,107,0
"33545",85.51068884,1068,"1",1548.22222222222,20251.5,344,0.13208179684881,4,1256,65,34,0
"33546",74.31192661,534,"1",9836,19812.8571428571,165,0.0965471002346631,2,635,38,27,0
"33547",80.07380074,816,"1",1165.33333333333,18594.7619047619,325,0.140797854508884,4,901,36,70,0
"33548",84.69827586,1093,"1",1917.16666666667,20089.5,250,0.137110291652699,4,1313,71,40,0
"33549",82.53968254,274,"1",1550.5,21902.380952381,66.2460063897763,0.124371438149514,4,319,29,12,0
"33550",90.96297647,27489,"0",2577.62460567823,21343,6302.9906226747,1,1,32656,2332,1397,87.5
"33551",87.69230769,364,"1",1089,17052.7777777778,106.367758186398,0.127723768018773,4,435,17,16,0
"33552",86.85015291,747,"0",1227,20668.5714285714,185,0.109621186724774,1,881,53,32,12.5
"33553",84.65608466,900,"1",1793.75,21234.4444444444,168.671762555918,0.107274555816292,4,1091,70,35,0
"33554",84.41835646,2160,"0",2159.8,23413.3333333333,642.354838709674,1,1,2453,178,168,87.5
"33555",93.8547486,3486,"0",2364.8064516129,21890,752.673617689029,0.121689574254107,4,4317,255,161,12.5
